last_updated_epoch,latitude,longitude,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,wind_mps,pressure_hpa
1970-01-31,19.14852307614141,22.10622907254418,22.767754981759797,72.98369559694743,8.233162277207368,13.249994411080287,170.78486723775265,1013.9857025272079,29.942339013708096,0.14122072168195998,0.00555987093236063,64.2414006848967,39.352711642227845,23.813255901391134,74.85742259346198,9.638569643020455,5.705199727667185,3.8689753985915925,11.512071050412056,18.52890487658649,515.3412348159213,62.592680547510895,15.789499720554014,11.22418809255251,26.06478508063287,53.49342424981455,1.7574612078163583,2.7537420357894096,49.882856242823316,3.6805540030778574,1013.9857025272079
