country,year,month,temperature_celsius,humidity,precip_mm,wind_mps,temp_z,precip_pctile,extreme_temp,extreme_precip,reason
Maldives,2025,2025-04-01,28.983333333333334,70.2,3.93,3.5277777777777777,1.71731410311447,0.3333333333333333,True,False,temp_z=1.72
Maldives,2025,2025-05-01,29.067741935483873,75.74193548387096,7.71,6.780465949820789,1.881240926806277,0.6111111111111112,True,False,temp_z=1.88
Mali,2024,2024-05-01,37.11764705882353,36.64705882352941,0.14,2.8431372549019605,2.5578520201956065,0.5833333333333334,True,False,temp_z=2.56
Mali,2024,2024-06-01,35.02333333333333,43.6,0.14,2.7277777777777774,1.962454646424853,0.5833333333333334,True,False,temp_z=1.96
Mali,2024,2024-08-01,27.961290322580645,73.96774193548387,12.64,3.575268817204301,-0.04523016740317074,1.0,False,True,precip_pctile=1.00
Malta,2024,2024-11-01,20.543333333333333,69.6,6.12,4.930555555555555,-0.6841359728383201,1.0,False,True,precip_pctile=1.00
Malta,2025,2025-02-01,15.710714285714285,75.21428571428571,1.1300000000000001,5.843253968253968,-1.5988542005691289,0.7222222222222222,True,False,temp_z=-1.60
Malásia,2024,2024-07-01,24.3,93.0,1.55,1.805555555555556,,1.0,False,True,precip_pctile=1.00
Marrocos,2024,2024-07-01,40.3,14.0,0.0,4.694444444444444,,1.0,False,True,precip_pctile=1.00
Marshall Islands,2024,2024-09-01,28.496774193548386,80.25806451612904,17.44,2.8324372759856633,1.308052228707674,1.0,False,True,precip_pctile=1.00
Marshall Islands,2024,2024-10-01,28.58709677419355,79.83870967741936,7.44,4.227598566308243,1.646917800260027,0.4444444444444444,True,False,temp_z=1.65
Marshall Islands,2025,2025-02-01,27.557142857142857,81.5,3.29,8.424603174603174,-2.217187059023061,0.1111111111111111,True,False,temp_z=-2.22
Marshall Islands,2025,2025-07-01,27.616129032258065,84.41935483870968,16.8,6.517921146953404,-1.99588709392765,0.9444444444444444,True,False,temp_z=-2.00
Mauritania,2024,2024-09-01,28.063333333333333,62.56666666666667,0.95,4.682407407407408,1.2511120810647025,1.0,False,True,precip_pctile=1.00
Mauritania,2025,2025-01-01,20.09032258064516,30.0,0.0,7.200716845878136,-1.681232217681039,0.3333333333333333,True,False,temp_z=-1.68
Mauritania,2025,2025-02-01,20.57857142857143,32.07142857142857,0.0,7.055555555555555,-1.501662194512181,0.3333333333333333,True,False,temp_z=-1.50
Mauritania,2025,2025-03-01,19.361290322580647,56.32258064516129,0.0,6.397849462365591,-1.9493584816292524,0.3333333333333333,True,False,temp_z=-1.95
Mauritius,2025,2025-01-01,30.461290322580645,63.74193548387097,3.33,5.128136200716846,1.5975790520312723,0.7777777777777778,True,False,temp_z=1.60
Mauritius,2025,2025-02-01,30.75357142857143,71.14285714285714,10.780000000000001,4.470238095238095,1.70715183048838,1.0,True,True,temp_z=1.71; precip_pctile=1.00
Mauritius,2025,2025-03-01,30.503225806451614,69.2258064516129,10.35,4.50179211469534,1.613300175940767,0.9444444444444444,True,False,temp_z=1.61
Mexico,2024,2024-05-01,19.75294117647059,53.8235294117647,0.05,1.8480392156862744,2.1318161867551364,0.6666666666666666,True,False,temp_z=2.13
Mexico,2024,2024-07-01,14.810714285714285,85.17857142857143,9.77,1.8571428571428572,0.025247931195503465,1.0,False,True,precip_pctile=1.00
Mexico,2024,2024-12-01,10.393548387096773,74.96774193548387,0.0,1.6084229390681004,-1.8575190212833306,0.3333333333333333,True,False,temp_z=-1.86
Mexico,2025,2025-01-01,10.946666666666665,70.8,0.0,1.5555555555555556,-1.6217586171037914,0.3333333333333333,True,False,temp_z=-1.62
Mexique,2024,2024-07-01,27.4,72.0,0.0,4.194444444444445,,1.0,False,True,precip_pctile=1.00
Micronesia,2024,2024-07-01,27.23,86.2,22.03,2.4509259259259255,-1.15041562008152,1.0,False,True,precip_pctile=1.00
Micronesia,2024,2024-09-01,26.616666666666667,90.66666666666667,13.91,2.628703703703704,-2.2797041536777085,0.8333333333333334,True,False,temp_z=-2.28
Micronesia,2025,2025-09-01,28.823333333333334,81.53333333333333,6.8100000000000005,3.4490740740740744,1.7832795921955356,0.2222222222222222,True,False,temp_z=1.78
Monaco,2024,2024-08-01,28.55483870967742,65.19354838709677,2.66,3.1980286738351253,1.5027152040488014,0.7777777777777778,True,False,temp_z=1.50
Monaco,2024,2024-10-01,19.561290322580643,71.3225806451613,16.45,2.1362007168458783,-0.1062644998176981,1.0,False,True,precip_pctile=1.00
Monaco,2024,2024-12-01,11.558064516129033,47.87096774193548,1.05,1.446236559139785,-1.5380717614004753,0.3888888888888889,True,False,temp_z=-1.54
Monaco,2025,2025-01-01,11.429032258064517,62.45161290322581,3.94,2.578853046594982,-1.561156118701286,0.8333333333333334,True,False,temp_z=-1.56
Mongolia,2024,2024-06-01,15.323333333333332,58.3,7.960000000000001,3.051851851851852,0.49244920351105603,1.0,False,True,precip_pctile=1.00
